year,f024,f161,f162,h125,h126,h133,h134,age_m,age_w,edu_m,edu_w,gen_m,gen_w,NSIB018H,NSIB018DH,FB,girl
2009,,,,,,,,47,45,2,2,1,1,0,0,1,0
2010,,,,,,,,48,46,2,2,1,1,0,0,1,0
2011,,,,,,,,49,47,2,2,1,1,0,0,1,0
2008,,,,,,,,53,54,3,2,1,2,1,0,0,0
2009,,,,,,,,54,55,3,2,1,2,1,0,0,0
2010,,,,,,,,55,56,3,2,1,2,1,0,0,0
2011,,,,,,,,56,57,3,2,1,2,1,0,0,0
2009,,,,,,,,46,44,1,3,3,1,1,1,1,0
2010,,,,,,,,47,45,1,3,3,1,1,1,1,0
2011,,,,,,,,48,46,1,3,3,1,1,1,1,0
2012,,,,,,,,49,47,1,3,3,1,1,1,1,0
2014,,,,,,,,51,49,1,3,3,1,1,0,0,1
2015,no,very good,very good,yes,"no, I stopped",three of four days per week,yes,53,50,1,3,3,1,1,0,0,1
2016,no,,,,,,,54,51,1,3,3,1,1,0,0,1
2008,no,very good,very good,no,,once or twice a week,no,44,41,2,2,1,1,1,0,1,0
2008,,,,,,,,43,40,2,2,1,1,1,0,0,0
2009,no,very good,very good,no,,once or twice a week,yes,45,42,2,2,1,1,1,0,1,0
2009,no,very good,very good,no,,once every two months,no,45,42,2,2,1,1,1,0,0,0
2010,yes,very good,very good,no,,once or twice a week,yes,46,43,2,2,1,1,1,0,0,0
2011,no,good,good,,,,,47,44,2,2,1,1,1,0,0,0
2012,,,,,,,,43,43,2,2,1,3,1,0,1,0
2013,,,,,,,,44,44,2,2,1,3,1,0,1,0
2014,,,,,,,,45,45,2,2,1,3,1,0,1,0
2008,no,very good,fairly good,yes,"no, I stopped",once or twice a week,no,49,48,3,3,1,1,2,1,1,0
2009,no,good,fairly good,yes,"no, I stopped",once or twice a week,yes,50,49,3,3,1,1,2,1,1,0
2010,,,,,,,,50,49,3,3,1,1,2,1,0,0
2010,no,good,fairly good,no,,three of four days per week,yes,51,50,3,3,1,1,2,1,1,0
2011,no,good,good,yes,"no, I stopped",once or twice a week,yes,52,51,3,3,1,1,1,1,0,0
2012,no,good,very good,yes,"no, I stopped",three of four days per week,yes,53,52,3,3,1,1,1,1,0,0
2013,,,,,,,,53,52,3,3,1,1,1,1,0,0
2014,,,,,,,,54,53,3,3,1,1,1,0,0,1
2015,no,good,fairly good,yes,"no, I stopped",once or twice a week,yes,56,55,3,3,1,1,0,0,0,1
2016,yes,very good,good,no,,once or twice a week,yes,57,56,3,3,1,1,0,0,0,1
2012,,,,,,,,43,44,3,2,3,1,1,1,1,0
2013,no,good,good,no,,once every two months,no,44,45,3,2,3,1,1,1,1,0
2014,no,very good,very good,,,,,46,47,3,2,3,1,1,1,1,0
2015,no,good,good,no,,not at all over the last 12 months,,47,48,3,2,3,1,1,1,1,0
2015,,,,,,,,47,47,3,2,3,1,1,0,0,1
2016,no,very good,good,yes,"no, I stopped",once every two months,yes,48,49,3,2,3,1,1,0,0,1
2013,,,,,,,,44,43,3,3,1,1,1,1,1,0
2014,no,very good,very good,,,,,46,44,3,,1,,1,1,1,0
2015,,,,,,,,47,43,3,2,4,4,1,0,0,1
2015,no,very good,very good,no,,once or twice a week,yes,47,45,3,2,1,1,1,1,1,0
2016,no,very good,good,no,,not at all over the last 12 months,,48,46,3,2,4,4,1,0,0,1
2016,no,very good,very good,no,,three of four days per week,yes,48,46,3,2,1,1,1,1,1,0
2008,no,good,good,yes,yes,once or twice a week,yes,53,50,1,2,1,1,0,0,1,0
2009,no,good,good,,,,,54,51,1,2,1,1,0,0,1,0
2015,,,,,,,,49,43,2,2,3,3,2,0,1,0
2016,no,good,very good,,,,,50,42,2,2,3,3,2,0,1,0
2012,,,,,,,,46,46,1,1,1,1,1,0,0,0
2012,no,good,fairly good,,,,,46,46,1,1,1,1,1,1,1,0
2008,,,,,,,,52,46,3,3,1,1,1,1,1,0
2009,,,,,,,,53,47,3,3,1,1,1,1,1,0
2010,,,,,,,,54,48,3,3,1,1,1,1,1,0
2008,yes,good,good,,,,,46,43,1,1,2,2,1,1,1,1
2011,,,,,,,,49,45,1,1,2,2,1,1,0,0
2012,,,,,,,,50,46,1,1,2,2,1,1,0,0
2013,,,,,,,,51,47,1,1,2,2,1,1,0,0
2013,,,,no,,once or twice a month,no,46,42,3,2,1,1,1,0,1,1
2014,yes,good,good,,,,,48,43,3,2,1,1,1,0,1,1
2015,,,,,,,,48,44,3,2,1,1,1,0,1,1
2015,,,,,,,,45,44,3,3,1,1,4,2,1,1
2016,,,,,,,,47,45,3,3,1,1,4,2,0,0
2016,no,fairly good,good,no,,not at all over the last 12 months,,47,45,3,3,1,1,4,2,1,1
2008,no,good,fairly good,no,,not at all over the last 12 months,,58,48,1,1,2,2,3,1,0,1
2008,,,,,,,,61,47,1,1,4,4,3,2,0,0
2009,,,,,,,,62,48,1,1,4,4,3,2,0,0
2013,no,not so good,not so good,no,,once every two months,no,64,59,3,3,1,1,0,0,0,1
2014,no,fairly good,fairly good,,,,,65,60,3,3,1,1,0,0,0,1
2014,,,,,,,,50,43,2,2,4,4,2,2,1,0
2009,,,,no,,once or twice a month,yes,44,40,2,2,1,1,2,1,1,1
2010,no,very good,very good,,,,,46,40,2,2,1,1,2,1,1,1
2011,yes,very good,very good,,,,,47,41,2,2,1,1,2,1,1,1
2011,,,,,,,,46,42,2,2,1,1,2,2,0,0
2012,yes,very good,very good,,,,,47,43,2,2,1,1,2,1,0,1
2012,,,,,,,,47,43,2,2,1,1,2,2,0,0
2008,,,,no,,once or twice a month,yes,47,46,3,3,1,1,1,1,1,1
2009,no,very good,very good,no,,once or twice a month,no,49,48,3,3,1,1,1,1,1,1
2010,no,very good,very good,no,,once or twice a week,yes,50,49,3,3,1,1,1,1,1,1
2011,,,,,,,,50,49,3,3,1,1,1,1,0,0
2011,no,very good,very good,no,,once or twice a month,yes,51,50,3,3,1,1,1,1,1,1
2012,,,,yes,"no, I stopped",once or twice a week,yes,51,50,3,3,1,1,1,1,0,0
2013,,,,,,,,52,51,3,3,1,1,1,1,0,0
2014,,,,,,,,53,52,3,3,1,1,1,1,0,0
2012,,,,,,,,47,46,2,2,4,4,1,1,1,0
2008,no,good,good,yes,yes,once or twice a week,yes,42,40,2,2,1,1,2,0,1,0
2009,no,good,good,,,,,43,41,2,2,1,1,2,0,1,0
2010,,,,yes,yes,once or twice a week,yes,44,44,2,2,1,1,2,0,0,0
2010,,,,,,,,44,44,2,2,1,1,2,0,1,0
2011,no,fairly good,very good,yes,yes,once or twice a week,yes,46,45,2,2,1,1,2,0,0,0
2012,,,,,,,,46,46,2,2,1,1,2,0,0,0
2012,,,,,,,,51,48,2,3,1,1,0,0,1,0
2013,no,very good,very good,no,,once or twice a month,no,53,50,2,3,1,1,0,0,1,0
2014,no,good,good,,,,,54,51,2,3,1,1,0,0,1,0
2015,yes,good,good,yes,yes,once or twice a month,no,55,52,2,3,1,1,0,0,1,0
2015,,,,,,,,43,43,2,3,1,1,1,1,1,1
2016,no,good,good,no,,not at all over the last 12 months,,47,45,2,3,1,1,1,1,1,1
2014,,,,,,,,45,44,2,3,4,4,2,1,1,0
2010,,,,,,,,57,50,3,3,1,1,1,0,0,0
2010,no,very good,very good,no,,once or twice a month,no,58,51,3,3,1,1,1,0,1,0
2011,,,,,,,,58,51,3,3,1,1,1,0,0,0
2011,no,very good,very good,no,,once or twice a month,no,59,52,3,3,1,1,1,0,1,0
2012,,,,,,,,59,52,3,3,1,1,1,0,0,0
2013,,,,yes,"no, I stopped",once or twice a month,yes,60,53,3,3,1,1,1,0,0,0
2011,,,,,,,,44,42,1,2,2,2,1,1,1,0
2012,,,,,,,,45,43,1,2,2,2,1,1,1,0
2013,,,,,,,,46,44,1,2,2,2,1,1,0,0
2013,,,,,,,,46,44,1,2,2,2,1,1,1,0
2014,,,,,,,,47,45,1,2,2,2,1,1,0,0
2014,,,,,,,,47,45,1,2,2,2,1,1,1,0
2015,,,,,,,,48,46,1,2,2,2,1,1,0,0
2016,,,,,,,,49,47,1,2,2,2,1,1,0,0
2014,,,,,,,,46,44,3,3,1,1,1,0,1,0
2015,,,,,,,,47,45,3,3,1,1,1,0,1,0
2016,,,,,,,,48,46,3,3,1,1,1,0,1,0
2015,,,,,,,,43,41,2,2,4,4,0,0,1,1
2016,no,very good,good,no,,not at all over the last 12 months,,44,42,2,2,4,4,0,0,1,1
2014,,,,,,,,48,41,2,1,1,1,3,1,1,0
2015,,,,,,,,50,43,2,1,1,1,3,0,0,0
2015,no,good,very good,no,,almost every day,yes,50,43,2,1,1,1,3,1,1,0
2012,,,,,,,,57,49,3,3,4,4,2,2,1,1
2013,yes,very good,very good,yes,yes,once or twice a week,yes,58,50,3,3,4,4,2,2,1,1
2014,no,very good,very good,,,,,59,52,3,3,4,4,2,2,1,1
2015,no,very good,very good,yes,yes,three of four days per week,yes,60,53,3,3,4,4,2,2,1,1
2015,yes,fairly good,good,,,,,60,53,3,3,1,1,2,2,0,1
2014,,,,,,,,43,42,3,3,4,4,1,1,1,0
2015,no,very good,good,yes,yes,once or twice a month,no,44,43,3,3,4,4,1,1,1,0
2016,yes,very good,very good,yes,yes,once or twice a week,yes,45,44,3,3,4,4,1,1,1,0
2016,,,,,,,,45,45,3,3,4,4,1,0,0,0
2008,,,,,,,,60,46,3,3,1,2,1,0,1,0
2009,no,very good,very good,yes,yes,once or twice a week,yes,62,48,3,3,1,2,1,0,1,0
2010,no,very good,very good,,,,,63,49,3,3,1,2,1,0,1,0
2011,,,,,,,,63,49,3,3,1,2,1,0,1,0
2013,,,,,,,,65,51,3,3,1,2,1,0,0,0
2010,,,,no,,once or twice a month,no,46,45,2,2,1,3,1,0,1,1
2011,no,very good,very good,no,,once or twice a week,no,48,47,2,2,1,3,1,0,1,1
2012,,,,yes,"no, I stopped",once or twice a week,no,48,47,2,2,1,3,1,1,0,0
2012,no,good,good,yes,"no, I stopped",once or twice a week,yes,49,48,2,2,1,3,1,0,1,1
2013,no,good,good,yes,yes,once or twice a week,yes,50,49,2,2,1,3,1,1,0,0
2013,,,,,,,,49,48,2,2,1,3,1,0,1,1
2014,,,,,,,,50,49,2,2,1,3,1,1,0,0
2009,,,,no,,not at all over the last 12 months,,41,37,1,1,2,2,2,2,1,0
2010,,,,,,,,42,38,1,1,2,2,2,1,0,1
2010,no,fairly good,fairly good,no,,not at all over the last 12 months,,42,38,1,1,2,2,2,2,0,0
2011,no,good,good,no,,not at all over the last 12 months,,44,39,1,1,2,2,2,1,0,1
2011,no,good,fairly good,no,,not at all over the last 12 months,,43,39,1,1,2,2,2,2,0,0
2012,,,,,,,,44,40,1,1,2,2,2,1,0,1
2012,,,,,,,,44,40,1,1,2,2,2,2,0,0
2013,,,,,,,,45,41,1,1,2,2,2,1,0,1
2010,,,,,,,,47,52,3,1,1,1,0,0,1,1
2011,no,good,good,yes,"no, I stopped",once or twice a month,yes,48,53,3,1,1,1,0,0,1,1
2012,yes,good,good,yes,"no, I stopped",once every two months,no,59,55,3,1,1,1,0,0,1,1
2013,no,good,good,yes,yes,once or twice a week,yes,60,56,3,1,1,1,0,0,1,1
2014,,,,,,,,47,48,2,2,1,1,1,0,1,0
2015,,,,,,,,49,50,2,2,4,4,1,1,0,0
2016,no,very good,very good,,,,,50,51,2,2,4,4,1,1,0,0
2014,no,very good,very good,,,,,56,48,2,2,1,1,2,0,1,1
2014,,,,,,,,56,47,2,2,4,4,2,1,0,0
2014,,,,,,,,48,49,3,3,1,1,1,1,1,1
2015,yes,very good,very good,no,,once every two months,no,50,50,3,3,1,1,1,1,1,1
2015,,,,,,,,50,50,3,3,1,1,1,1,0,1
2016,yes,very good,very good,no,,once or twice a month,yes,51,51,3,3,1,1,1,1,1,1
2016,no,very good,good,no,,once or twice a month,yes,51,51,3,3,1,1,1,1,0,1
2008,,,,,,,,54,43,1,1,4,4,1,0,1,0
2009,,,,,,,,55,44,1,1,4,4,1,0,1,0
2009,,,,,,,,55,44,1,1,4,4,1,0,0,0
2010,,,,,,,,56,45,1,1,4,4,1,0,0,0
2011,,,,,,,,57,46,1,1,4,4,1,0,0,0
2012,,,,,,,,58,47,1,1,4,4,1,0,0,0
2011,,,,,,,,50,50,3,1,3,1,1,0,1,0
2012,no,good,good,,,,,52,52,3,1,3,1,1,0,1,0
2013,,,,,,,,52,52,3,1,3,1,1,0,1,0
2014,,,,,,,,53,53,3,1,3,1,1,0,1,0
2014,,,,,,,,53,53,3,1,3,1,1,0,0,0
2015,no,very good,very good,yes,"no, I stopped",once or twice a month,no,55,55,3,1,3,1,1,0,0,0
2016,,,,,,,,56,56,3,1,3,1,1,0,0,0
2016,,,,,,,,42,40,3,3,1,1,3,2,1,0
2016,,,,,,,,47,43,2,2,4,4,2,2,0,0
2014,,,,,,,,40,39,2,1,2,2,2,1,1,1
2015,no,very good,fairly good,,,,,42,40,2,1,2,2,2,1,1,1
2016,no,very good,good,,,,,43,41,2,1,2,2,2,1,1,1
2008,yes,good,good,yes,"no, I stopped",once every two months,no,35,34,2,1,1,1,1,1,1,0
2009,no,fairly good,fairly good,yes,"no, I stopped",not at all over the last 12 months,,36,35,2,1,1,1,1,1,1,0
2010,,,,,,,,47,43,3,3,4,4,1,0,1,0
2011,,,,,,,,48,44,3,3,4,4,1,0,1,0
2012,,,,,,,,49,45,3,3,4,4,1,0,0,0
2012,,,,,,,,49,45,3,3,4,4,1,0,1,0
2016,,,,,,,,52,51,1,1,4,4,0,0,1,0
2008,,,,,,,,50,45,2,3,1,1,3,2,1,0
2008,,,,,,,,50,45,2,3,1,1,3,2,0,1
2009,,,,,,,,51,46,2,3,1,1,3,2,1,0
2009,,,,,,,,51,46,2,3,1,1,3,2,0,1
2010,,,,no,,three of four days per week,yes,52,47,2,3,1,1,3,2,0,1
2011,no,very good,very good,no,,five or six days per week,yes,53,49,2,3,1,1,3,2,0,1
2014,,,,,,,,56,51,2,3,1,1,3,3,0,0
2015,no,good,good,no,,once or twice a week,yes,47,43,2,3,1,1,2,2,0,0
2016,no,good,good,no,,once or twice a week,yes,48,44,2,3,1,1,1,1,0,0
2016,,,,,,,,58,54,2,3,1,1,1,0,0,0
2008,no,very good,very good,no,,once or twice a month,yes,49,49,2,3,1,1,1,1,1,1
2009,,,,,,,,50,49,2,3,1,1,1,1,0,1
2009,no,very good,very good,no,,once or twice a week,yes,50,50,2,3,1,1,1,1,1,1
2010,no,very good,very good,no,,once or twice a month,yes,51,51,2,3,1,1,1,1,0,1
2011,no,very good,very good,no,,once or twice a month,yes,52,52,2,3,1,1,1,1,0,1
2012,no,very good,very good,no,,once or twice a month,yes,53,53,2,3,1,1,1,1,0,1
2009,,,,no,,once or twice a year,no,,36,,1,,2,1,0,1,0
2010,no,very good,not so good,no,,once every two months,no,37,37,1,1,2,2,1,0,1,0
2011,,,,no,,once or twice a month,no,38,38,1,1,2,2,1,0,1,0
2012,no,very good,fairly good,no,,once every two months,no,40,39,1,1,2,2,1,0,1,0
2012,,,,,,,,52,48,1,2,4,4,1,0,1,1
2013,no,fairly good,fairly good,no,,once or twice a month,no,54,50,1,2,4,4,1,0,1,1
2014,no,fairly good,fairly good,,,,,55,51,1,2,4,4,1,0,1,1
2015,no,good,good,no,,once or twice a month,no,56,52,1,2,4,4,1,0,1,1
2015,,,,,,,,55,52,1,2,4,4,1,1,0,0
2016,no,very good,very good,no,,once or twice a week,yes,57,53,1,2,4,4,1,1,0,0
2008,yes,good,fairly good,no,,once or twice a week,no,48,46,2,2,1,1,1,1,1,1
2009,yes,good,good,no,,not at all over the last 12 months,,49,47,2,,1,,2,2,0,1
2010,yes,good,good,no,,not at all over the last 12 months,,50,48,2,,1,,2,2,0,1
2010,,,,,,,,49,,2,,4,4,2,2,0,0
2011,,,,,,,,50,,2,,4,4,2,2,0,0
2012,,,,,,,,51,,2,,4,4,2,2,0,0
2013,,,,,,,,52,,2,,4,4,2,2,0,0
2008,,,,,,,,49,45,3,3,1,1,1,0,1,0
2009,no,very good,very good,yes,"no, I stopped",almost every day,no,51,47,3,3,1,1,1,0,1,0
2010,no,very good,very good,no,,once or twice a year,no,52,48,3,3,1,1,1,0,1,0
2011,no,very good,very good,no,,not at all over the last 12 months,,53,49,3,3,1,1,1,0,1,0
2011,,,,no,,once or twice a week,yes,52,48,3,3,1,1,1,0,0,0
2012,no,very good,very good,yes,yes,once or twice a week,yes,60,44,3,3,1,1,1,0,0,0
2013,no,very good,very good,,,,,55,51,3,3,1,1,1,0,0,0
2014,,,,,,,,55,51,3,3,1,1,1,0,0,0
2012,,,,,,,,45,39,1,2,1,1,2,1,1,0
2013,no,good,good,,,,,47,41,1,2,1,1,2,1,1,0
2014,no,good,good,,,,,48,42,1,2,1,1,2,1,1,0
2014,,,,,,,,47,41,1,2,4,4,2,0,0,1
2015,yes,good,good,no,,once or twice a week,yes,49,43,1,2,4,4,2,0,0,1
2016,,,,no,,once or twice a week,yes,50,44,1,2,4,4,2,0,0,1
2016,,,,,,,,50,44,1,2,4,4,2,1,0,0
2012,,,,no,,not at all over the last 12 months,,43,40,2,2,1,1,0,0,1,1
2013,,,,no,,once or twice a year,no,44,41,2,2,1,1,0,0,1,1
2014,no,very good,not so good,,,,,46,42,2,2,1,1,0,0,1,1
2008,no,very good,good,no,,once or twice a month,yes,51,46,2,3,1,1,2,1,1,1
2009,,,,,,,,51,47,2,3,1,1,2,1,0,1
2009,yes,very good,very good,no,,once or twice a week,yes,52,47,2,3,1,1,2,1,1,1
2010,,,,no,,once every two months,no,52,48,2,3,1,1,2,1,0,1
2010,yes,very good,very good,no,,once or twice a month,yes,53,48,2,3,1,1,2,1,1,1
2011,,,,,,,,53,49,2,3,1,1,2,2,0,0
2011,no,very good,very good,no,,once every two months,yes,54,49,2,3,1,1,2,1,0,1
2012,,,,,,,,54,50,2,3,1,1,2,2,0,0
2012,no,very good,very good,,,,,55,50,2,3,1,1,2,1,0,1
2013,,,,no,,not at all over the last 12 months,,48,43,1,2,1,1,1,1,1,0
2014,no,very good,very good,,,,,50,45,1,2,1,1,1,1,1,0
2015,,,,yes,"no, I stopped",once or twice a month,yes,51,45,1,2,1,1,1,1,1,0
2015,,,,,,,,51,45,1,2,1,1,1,0,0,0
2015,,,,,,,,43,44,2,1,1,1,1,0,1,1
2016,no,very good,very good,no,,once or twice a week,yes,44,45,2,1,1,1,1,0,1,1
2008,,,,,,,,50,48,3,3,1,1,1,0,0,0
2008,,,,,,,,50,48,3,3,1,1,1,0,1,0
2009,,,,,,,,51,49,3,3,1,1,1,0,0,0
2009,,,,,,,,51,49,3,3,1,1,1,0,1,0
2010,,,,,,,,52,50,3,3,1,1,1,0,0,0
2009,,,,no,,once or twice a year,no,42,44,3,3,1,1,2,2,1,1
2010,,,,no,,once or twice a month,yes,43,45,3,3,1,1,2,2,1,1
2011,no,fairly good,good,no,,once or twice a week,yes,47,49,3,3,1,1,2,2,1,1
2012,,,,,,,,45,47,3,3,1,1,2,2,0,1
2012,yes,fairly good,fairly good,no,,once or twice a week,yes,48,50,3,3,1,1,2,2,1,1
2013,,,,no,,once every two months,no,46,48,3,3,1,1,2,2,0,1
2014,no,fairly good,not so good,,,,,47,49,3,3,1,1,2,2,0,1
2015,no,not so good,not so good,yes,yes,once or twice a month,no,49,51,3,3,1,1,2,2,0,1
2016,,,,,,,,50,52,3,3,1,1,2,2,0,0
2014,,,,,,,,45,43,3,3,1,1,1,1,1,0
2015,,,,,,,,46,45,3,3,1,1,1,1,1,0
2016,,,,,,,,47,46,3,3,1,1,1,0,0,0
2016,,,,,,,,47,46,3,3,1,1,1,1,1,0
2010,,,,,,,,46,44,1,2,4,4,1,0,1,0
2011,,,,,,,,47,45,1,2,4,4,1,0,1,0
2012,,,,,,,,48,46,1,2,4,4,1,0,0,0
2012,,,,,,,,48,46,1,2,4,4,1,0,1,0
2013,,,,,,,,49,47,1,2,4,4,1,0,0,0
2013,,,,,,,,49,47,1,2,4,4,1,0,1,0
2014,,,,,,,,50,48,1,2,4,4,1,0,0,0
2013,,,,no,,once or twice a week,no,49,46,3,3,1,2,1,1,1,0
2014,no,good,very good,,,,,51,48,3,3,1,2,1,1,1,0
2015,no,very good,very good,no,,not at all over the last 12 months,,52,49,3,3,1,2,1,1,1,0
2015,no,good,good,no,,not at all over the last 12 months,,52,49,3,3,1,2,1,0,0,1
2016,yes,good,good,no,,not at all over the last 12 months,,53,50,3,3,1,2,1,0,0,1
2008,,,,,,,,43,41,1,2,1,1,1,0,1,0
2009,,,,,,,,44,42,1,2,1,1,1,0,1,0
2010,,,,,,,,45,43,1,2,1,1,1,0,1,0
2008,no,very good,very good,,,,,50,47,3,2,1,1,2,1,1,0
2008,,,,,,,,50,46,3,2,4,4,2,1,0,0
2009,,,,,,,,51,47,3,2,4,4,2,1,0,0
2010,,,,,,,,52,48,3,2,4,4,2,0,0,0
2010,,,,,,,,52,48,3,2,4,4,2,1,0,0
2010,,,,yes,yes,once or twice a week,yes,52,49,3,2,1,1,0,0,1,1
2011,no,good,good,yes,"no, I stopped",once or twice a week,yes,54,48,3,2,1,1,0,0,1,1
2012,yes,good,good,yes,"no, I stopped",once or twice a month,yes,55,49,3,2,1,1,0,0,1,1
2013,,,,yes,"no, I stopped",once or twice a year,no,55,52,3,2,1,1,0,0,1,1
2008,,,,,,,,52,,1,,1,1,2,1,1,1
2008,,,,,,,,52,,1,,1,1,2,1,0,1
2009,yes,good,good,,,,,54,51,1,,1,1,2,1,1,1
2009,no,very good,very good,,,,,54,51,1,,1,1,2,1,0,1
2010,,,,yes,"no, I stopped",once or twice a month,no,54,,1,,1,1,2,2,0,0
2010,,,,no,,once or twice a month,yes,54,,1,,1,1,2,1,0,1
2011,no,very good,very good,yes,"no, I stopped",once or twice a week,yes,56,53,1,,1,1,2,2,0,0
2011,yes,very good,good,,,,,56,53,1,,1,1,2,1,0,1
2012,yes,good,good,no,,three of four days per week,yes,57,54,1,,1,1,2,2,0,0
2013,yes,good,good,yes,"no, I stopped",once or twice a week,yes,58,55,1,,1,1,2,2,0,0
2008,,,,,,,,46,44,3,1,1,1,2,0,1,0
2008,,,,,,,,46,44,3,1,1,1,2,0,0,0
2009,,,,,,,,47,45,3,1,1,1,2,0,1,0
2009,,,,,,,,47,45,3,1,1,1,2,0,0,0
2010,,,,,,,,48,46,3,1,1,1,2,0,0,0
2010,,,,,,,,48,46,3,1,1,1,2,0,0,0
2011,,,,,,,,49,47,3,1,1,1,2,0,0,0
2011,,,,,,,,49,47,3,1,1,1,2,0,0,0
2012,,,,,,,,50,48,3,1,1,1,2,0,0,0
2013,,,,,,,,51,49,3,1,1,1,2,0,0,0
2008,yes,very good,very good,yes,"no, I stopped",once or twice a week,yes,42,41,3,3,1,1,2,1,1,0
2009,no,very good,very good,,,,,43,42,3,3,1,1,2,1,1,0
2010,,,,yes,"no, I stopped",once or twice a week,yes,43,42,3,3,1,1,2,0,0,1
2010,no,very good,very good,yes,yes,three of four days per week,no,44,43,3,3,1,1,2,1,1,0
2011,no,very good,very good,yes,"no, I stopped",once or twice a week,yes,45,44,3,3,1,1,2,0,0,1
2012,no,very good,very good,no,,once or twice a week,yes,46,45,3,3,1,1,2,0,0,1
2013,,,,,,,,46,45,3,3,1,1,2,0,0,1
2014,,,,,,,,47,46,3,3,1,1,2,1,0,0
2015,no,good,good,yes,yes,three of four days per week,yes,49,48,3,3,1,1,2,1,0,0
2016,no,good,good,yes,yes,three of four days per week,yes,50,49,3,3,1,1,2,1,0,0
2014,,,,,,,,42,39,3,3,2,2,1,0,1,0
2014,,,,,,,,42,39,3,3,2,2,1,0,1,0
2015,,,,,,,,44,41,3,3,2,2,1,0,1,0
2015,,,,,,,,44,41,3,3,2,2,1,0,1,0
2013,,,,,,,,59,52,3,3,1,1,1,0,1,0
2014,,,,,,,,60,53,3,3,1,1,1,0,1,0
2015,,,,,,,,61,55,3,3,1,1,1,0,0,0
2015,no,fairly good,good,no,,once or twice a year,no,62,51,3,3,1,1,1,0,1,0
2016,no,good,good,no,,once or twice a week,yes,63,56,3,3,1,1,1,0,0,0
2016,no,not so good,very good,no,,three of four days per week,yes,63,52,3,3,1,1,1,0,1,0
2012,,,,,,,,52,49,1,2,1,1,1,1,1,1
2013,no,very good,very good,no,,once or twice a month,no,54,50,1,2,1,1,1,1,1,1
2014,yes,very good,very good,,,,,55,51,1,2,1,1,1,1,1,1
2015,yes,very good,very good,no,,once or twice a month,yes,56,52,1,2,1,1,1,1,1,1
2016,,,,,,,,57,53,1,2,1,1,1,1,0,0
2010,,,,,,,,47,44,2,1,1,1,1,1,1,0
2011,,,,,,,,48,45,2,1,1,1,1,1,1,0
2012,,,,,,,,49,46,2,1,1,1,1,1,1,0
2012,,,,,,,,49,46,2,1,1,1,1,0,0,1
2013,,,,,,,,50,47,2,1,1,1,1,1,1,0
2013,no,very good,good,no,,once or twice a week,yes,51,48,2,1,1,1,1,0,0,1
2014,no,very good,very good,,,,,52,49,2,1,1,1,1,0,0,1
2015,no,very good,good,,,,,53,50,2,1,1,1,1,0,0,1
2010,,,,,,,,42,42,2,2,1,1,1,0,1,0
2012,,,,,,,,44,44,2,2,1,1,1,0,0,0
2008,no,very good,very good,,,,,51,50,3,3,4,4,1,0,1,1
2014,,,,,,,,41,39,1,1,4,4,1,0,1,0
2015,,,,,,,,42,41,1,1,4,4,1,0,1,0
2016,,,,,,,,43,42,1,1,4,4,1,0,1,0
2008,no,good,good,no,,once or twice a year,no,64,55,3,3,1,1,2,0,1,1
2008,,,,,,,,64,54,3,3,1,1,2,1,0,0
2008,,,,,,,,64,54,3,3,1,1,2,1,0,0
2009,no,very good,very good,no,,once or twice a year,no,65,56,3,3,1,1,2,1,0,0
2009,,,,,,,,65,55,3,3,1,1,2,1,0,0
2010,no,very good,very good,no,,once every two months,no,66,57,3,3,1,1,2,1,0,0
2010,no,good,good,,,,,66,57,3,3,1,1,2,1,0,0
2011,no,good,good,no,,once or twice a month,yes,67,58,3,3,1,1,2,1,0,0
2008,no,very good,good,no,,once or twice a week,yes,47,42,3,2,1,1,2,0,1,0
2008,,,,,,,,46,41,3,2,1,1,2,0,0,0
2009,no,very good,very good,no,,once or twice a week,yes,48,43,3,2,1,1,2,0,1,0
2009,no,very good,very good,no,,once or twice a week,yes,48,44,3,2,1,1,2,0,0,0
2010,yes,very good,very good,yes,yes,three of four days per week,yes,49,44,3,2,1,1,2,0,1,0
2010,no,very good,very good,yes,yes,once or twice a week,yes,49,45,3,2,1,1,2,0,0,0
2011,no,very good,very good,yes,"no, I stopped",once or twice a week,yes,50,46,3,2,1,1,2,0,0,0
2014,,,,,,,,52,47,3,2,1,1,3,1,0,0
2015,no,good,good,yes,yes,once or twice a month,yes,54,49,3,2,1,1,4,2,0,0
2016,no,good,good,yes,yes,once or twice a week,yes,55,50,3,2,1,1,4,2,0,0
2012,,,,,,,,46,45,1,3,4,4,1,0,1,0
2008,,,,,,,,45,46,3,2,1,1,2,2,0,0
2008,yes,very good,very good,yes,"no, I stopped",once or twice a week,yes,45,46,3,2,1,1,2,1,1,1
2009,,,,yes,yes,once or twice a week,yes,46,47,3,2,1,1,2,2,0,0
2009,no,very good,very good,no,,once or twice a week,yes,46,47,3,2,1,1,2,1,1,1
2010,no,good,good,,,,,42,43,3,2,1,1,1,1,0,0
2011,,,,yes,yes,once or twice a week,yes,48,49,3,2,1,1,2,2,0,0
2008,,,,,,,,40,38,1,2,4,4,1,0,1,0
2009,,,,,,,,41,39,1,2,4,4,1,0,1,0
2010,,,,,,,,42,40,1,2,4,4,1,0,1,0
2012,,,,,,,,44,42,1,2,4,4,1,1,0,0
2013,,,,,,,,45,43,1,2,4,4,1,1,0,0
2014,,,,,,,,46,44,1,2,4,4,1,1,0,0
